fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,June,16,KERALA,1601,KASARGOD,925636,384.819368005877,13,55,4.989,2127,0,12871,528122,33211,9635,83681,23978,24.22622,2061.5309627,39697,43270,100359,155467,3,174853,252098,14998,2032.3157427,469471,52,64.08,80.38,100,NA
2025-2026,June,16,KERALA,1610,KOTTAYAM,724500,369.700621420018,21,24,4.9708417,1805,0,11576,840961,115452,18841,29058,4184,19.29321,3133.3020946,39496,41811,79525,121776,6,211949,297044,13381,3109.0380429,776768,51,71.82,85.8,100,NA
2025-2026,June,16,KERALA,1608,ERNAKULAM,897618,349.971620928532,21,71,0.65,1576,0,14139,985793,194340,30132,17777,2777,19.91246,3470.5582011,46315,48912,99181,152963,4,275093,386754,15715,3449.9957411,887306,47,63.78,75.39,100.01,NA
2025-2026,June,16,KERALA,1609,IDUKKI,1109798,373.327878622844,19,63,20.0950101,3732,0,14806,1244913,154632,27490,190725,24391,37.35117,4705.0534737,65400,81035,125563,229653,6,216265,369921,18538,4647.6072936,927276,33,65.82,88.34,100,NA
2025-2026,June,16,KERALA,1614,THIRUVANANTHAPURAM,2729909,351.061571504654,19,132,0.6781037,2329,0,26477,2420311,392345,56790,67020,7826,27.98007,8525.4400056,126893,135281,217348,331674,3,402051,573500,28806,8496.7818319,2119733,48,80.68,88.29,100,NA
2025-2026,June,16,KERALA,1602,KANNUR,1176306,371.22937118877,16,65,1.83883,2378,0,15816,929818,40662,8058,76107,13503,44.40323,3497.9995746,55546,58446,120790,179388,4,269408,372029,18194,3451.7575146,867353,40,63.13,87.93,100,NA
2025-2026,June,16,KERALA,1608,ERNAKULAM,897618,357.080090828907,23,73,0.65,1660,0,14315,1085007,212864,30144,19743,2779,20.54108,3895.5350611,46999,49679,99283,153100,5,275181,386863,15975,3874.3439811,976723,47,64.29,75.71,100.01,NA
2025-2026,June,16,KERALA,1609,IDUKKI,1109798,376.167959679977,20,65,20.0950101,4182,0,15128,1361904,165569,27507,210825,24398,37.94461,5181.0861097,66769,82980,125648,229806,10,216317,370003,19310,5123.0464896,1013438,33,65.9,88.68,100,NA
2025-2026,June,16,KERALA,1609,IDUKKI,1109798,383.576985190766,19,64,20.0950101,4094,0,15045,1294125,160971,27497,199617,24393,37.94461,5022.0052797,66018,81912,125600,229722,6,216300,369978,19139,4963.9656596,962881,33,66.52,88.51,100,NA
2025-2026,June,16,KERALA,1611,ALAPPUZHA,2193493,384.725336520202,16,259,8.8205089,2964,0,22341,1611404,236816,43444,8928,1137,45.84316,6254.1431306,98466,104816,172577,274720,7,267930,400044,25305,6199.4794617,1482361,32,64.81,82.33,100,NA
2025-2026,June,16,KERALA,1601,KASARGOD,925636,393.790992444999,12,51,4.989,1948,0,12937,490536,31061,9631,76036,23939,23.48882,1960.1644027,38364,41752,100274,155320,2,174804,251996,14885,1931.6865827,436232,52,63.72,79.41,100,NA
2025-2026,June,16,KERALA,1611,ALAPPUZHA,2193493,382.785301273228,16,258,8.8205089,2944,0,22286,1569240,232049,43443,8557,1137,45.84316,6061.4837306,97868,104086,172561,274696,5,267854,399950,25230,6006.8200617,1443865,32,64.84,82.39,100,NA
2025-2026,June,16,KERALA,1605,MALAPPURAM,1189371,366.490549480643,17,149,31.06666578,3930,0,19619,942126,289685,58220,46934,5626,11.23905,3495.10846998,52476,57248,136189,221924,4,435230,626672,23549,3452.8027542,791119,66,45.18,73.77,100,NA
2025-2026,June,16,KERALA,1609,IDUKKI,1109798,381.13777018188,19,63,20.0950101,3988,0,15037,1279638,159558,27497,196745,24393,37.94461,4935.2233597,65839,81673,125595,229705,6,216292,369955,19025,4877.1837396,952996,33,66.44,88.64,100,NA
2025-2026,June,16,KERALA,1613,KOLLAM,2029552,368.460222732796,20,231,7.0818309,3462,0,20714,2105258,418608,59148,22123,2412,13.35502,7777.4751668,103412,110462,191516,305181,1,411014,599107,24176,7757.0383159,1828038,39,73.95,90.09,100,NA
2025-2026,June,16,KERALA,1602,KANNUR,1176306,369.162202058511,17,65,1.83883,2407,0,15833,963998,41687,8059,78503,13508,44.40323,3604.9583046,56119,59049,120850,179503,4,269506,372197,18240,3558.7162446,899324,40,63.33,88.09,100,NA
2025-2026,June,16,KERALA,1605,MALAPPURAM,1189371,361.954044601464,19,157,31.06666578,4214,0,19635,1059741,329375,58288,51265,5624,12.15705,3878.99912758,54013,59040,136347,222198,7,435364,626877,23849,3835.7754118,892309,66,47.63,74.48,100,NA
2025-2026,June,16,KERALA,1606,PALAKKAD,1577853,422.779023474004,11,115,19.1638331,4086,0,34228,917057,314062,82395,52238,20738,16.43063,3912.7190924,78264,84468,202716,293402,1,422565,573930,38314,3877.1246293,814192,60,70.51,78.26,100.02,NA
2025-2026,June,16,KERALA,1610,KOTTAYAM,724500,367.714348695718,21,24,5.4868417,1896,0,11532,872434,119673,18843,30514,4186,19.29321,3232.8450526,39669,42005,79531,121795,8,212029,297152,13428,3208.0650009,805889,51,72.23,85.67,100,NA
2025-2026,July,16,KERALA,1601,KASARGOD,1214897,377.518677593217,15,59,4.989,2342,0,12863,638994,38665,9648,108279,24012,185.57585,2602.8865487,42390,46351,100497,155703,4,174956,252260,15205,2412.3216987,567923,52,64.9,82.3,100,NA
2025-2026,July,16,KERALA,1605,MALAPPURAM,1561050,373.023347809775,20,157,35.56547828,4404,0,19601,1111461,347369,58304,54127,5629,16.47912,4198.05363008,54624,59771,136400,222290,9,435478,627043,24005,4146.0090318,935949,65,48.16,74.29,100,NA
2025-2026,July,16,KERALA,1609,IDUKKI,1456611,375.724684780973,22,68,25.1800101,4283,0,15304,1514788,180794,27528,229474,24418,38.53805,5755.1504982,68848,85862,125763,230028,22,216393,370122,19587,5691.4324381,1126598,33,66.68,89.47,100,NA
2025-2026,July,16,KERALA,1611,ALAPPUZHA,2878961,380.817394016495,18,267,8.8205089,3146,0,22452,1830733,268157,43469,10260,1136,46.20226,7026.7724709,101270,107921,172672,274888,9,268148,400334,25598,6971.749702,1685052,32,65.87,82.28,100,NA
2025-2026,July,16,KERALA,1601,KASARGOD,1214897,370.932558980188,15,62,4.989,2441,0,13469,683577,40734,9652,118148,24016,187.4896,2728.0882587,43214,47322,100534,155771,4,174979,252301,15910,2535.6096587,607355,51,64.56,82.92,100,NA
2025-2026,July,16,KERALA,1602,KANNUR,1543903,370.970615207199,18,66,1.83883,2630,0,15855,1043177,43741,8061,88465,13516,49.4717,3921.1906646,57802,60911,120994,179736,8,269683,372466,18485,3869.8801346,971885,40,63.24,87.77,100,NA
2025-2026,July,16,KERALA,1604,KOZHIKODE,2845591,354.519675508652,21,154,5.68997874,2634,0,23166,2341141,274159,36645,39441,3980,50.14371,8355.63916514,109346,117404,184941,295651,4,362374,536758,25800,8299.8054764,2122262,35,74.06,90.1,100,NA
2025-2026,July,16,KERALA,1606,PALAKKAD,2070932,415.164010470957,12,123,19.1638331,4228,0,34669,1015953,344162,82468,63027,20750,18.48213,4255.5171824,83500,90336,202929,293745,1,422760,574255,38897,4217.8712193,901588,60,70.19,78.37,100.02,NA
2025-2026,July,16,KERALA,1610,KOTTAYAM,950905,367.212897921549,23,24,10.4163977,2157,0,11480,955471,130440,18844,34032,4186,182.53388,3701.5630256,40109,42506,79588,121884,9,212128,297289,13637,3508.6127479,882540,51,71.77,85.63,100,NA
2025-2026,July,16,KERALA,1611,ALAPPUZHA,2878961,377.240953915176,18,267,8.8205089,3170,0,22530,1885241,276449,43471,10670,1136,46.20226,7166.9239009,102270,109041,172704,274929,10,268188,400376,25700,7111.901132,1735496,32,66.27,82.54,100,NA
2025-2026,July,16,KERALA,1612,PATHANAMTHITTA,829414,361.185078918188,23,71,0,1363,0,9379,831494,239764,33175,11539,2098,10.67655,3013.9088101,35222,38466,62578,109703,8,166328,259441,10742,3003.2322601,733338,42,70.86,91.34,100,NA
2025-2026,July,16,KERALA,1603,WAYANAD,1142501,397.775046401343,25,54,220.829937101,1422,0,10624,1096520,52943,6525,457218,47537,237.85407,4820.366945901,43290,48553,81986,141962,19,160668,264205,12046,4361.6829388,950301,41,50.22,84.22,100.01,NA
2025-2026,July,16,KERALA,1611,ALAPPUZHA,2878961,379.616989666177,18,271,8.8205089,3217,0,22653,1974100,289955,43478,11408,1137,49.30862,7552.1481219,103974,110923,172767,275017,12,268265,400463,25870,7494.018993,1817387,32,66.94,82.76,100,NA
2025-2026,July,16,KERALA,1611,ALAPPUZHA,2878961,376.977409769813,19,274,8.8205089,3228,0,22707,2010192,294484,43483,11551,1138,49.30862,7636.0988619,104557,111542,172792,275055,12,268293,400501,25935,7577.969733,1851019,32,67.2,82.93,100,NA
2025-2026,July,16,KERALA,1602,KANNUR,1543903,368.304449169518,18,66,1.83883,2655,0,15858,1063358,44273,8062,90959,13517,241.951,4160.1846546,58020,61152,121024,179787,8,269695,372493,18513,3916.3948246,990569,40,63.23,87.8,100,NA
2025-2026,July,16,KERALA,1604,KOZHIKODE,2845591,358.514979999925,21,154,5.68997874,2645,0,23220,2397741,282146,36654,40074,3980,50.14371,8652.09435534,109694,117796,184964,295688,4,362390,536789,25865,8596.2606666,2174027,35,74.43,90.14,100,NA
2025-2026,July,16,KERALA,1606,PALAKKAD,2070932,414.356896338682,12,125,19.1638331,4247,0,34741,1032661,348879,82494,64241,20759,18.48213,4316.5480324,84472,91430,203010,293892,1,422794,574326,38988,4278.9020693,916081,60,70.19,78.38,100.02,NA
2025-2026,July,16,KERALA,1607,THRISSUR,1280319,357.466816666428,22,136,26.5768694,2446,0,16166,1189313,370481,47149,18299,2448,214.47918,4492.4553707,51849,55166,144932,192058,19,356205,437182,18612,4251.3993213,1058119,50,57.09,84.89,100,NA
2025-2026,July,16,KERALA,1609,IDUKKI,1456611,372.246040170149,22,68,25.1800101,4510,0,15196,1592725,188027,27552,239293,24423,43.52217,5997.5579234,69771,87137,125813,230142,31,216443,370208,19706,5928.8557433,1184072,33,66.69,89.61,100,NA
2025-2026,July,16,KERALA,1613,KOLLAM,2663787,365.566158528716,24,233,17.1074992,4045,0,21839,2595719,515032,59223,27045,2412,464.96848,9971.1462137,106681,114324,191833,305722,16,411435,599755,25884,9489.0702345,2251927,38,72.65,90.25,100,NA
2025-2026,July,16,KERALA,1603,WAYANAD,1142501,405.022758948852,23,54,220.829937101,1376,0,10496,1021360,49243,6523,425161,47519,237.85407,4595.424457901,42736,47865,81928,141861,9,160632,264141,11872,4136.7404508,884911,41,50.26,84.21,100.01,NA
2025-2026,July,16,KERALA,1605,MALAPPURAM,1561050,371.301507190114,20,157,35.56547828,4437,0,19628,1130302,354799,58324,54646,5629,16.47912,4248.87296008,54863,60038,136449,222365,9,435533,627112,24065,4196.8283618,952010,65,48.52,74.32,100,NA
2025-2026,July,16,KERALA,1609,IDUKKI,1456611,373.496276991046,22,68,25.1800101,4323,0,15319,1550931,184622,27534,234836,24422,38.53805,5856.3876038,69319,86545,125790,230083,29,216411,370152,19642,5792.6695437,1152179,33,66.54,89.53,100,NA
2025-2026,July,16,KERALA,1608,ERNAKULAM,1178124,361.530891054863,26,76,3.7962488,2023,0,14316,1257633,246785,30190,24990,2780,198.86278,4749.3908199,48022,50828,99425,153322,8,275316,387030,16339,4546.7317911,1132904,47,65.61,76.53,100.01,NA
2025-2026,July,16,KERALA,1610,KOTTAYAM,950905,369.687002073307,24,24,10.4163977,2236,0,11426,976218,133508,18845,35275,4186,182.53388,3801.9013356,40251,42672,79609,121919,10,212158,297336,13662,3608.9510579,901542,51,72.02,85.75,100,NA
2025-2026,July,16,KERALA,1612,PATHANAMTHITTA,829414,363.537729095717,23,74,0,1420,0,9352,856236,246578,33180,11854,2100,119.58318,3232.3240901,35854,39159,62597,109739,10,166353,259478,10772,3112.7409101,755071,42,71.02,91.26,100,NA
2025-2026,July,16,KERALA,1601,KASARGOD,1214897,372.165305702364,19,68,6.942,2853,0,13608,931298,54949,9675,160656,24079,246.11631,3719.0263587,47115,51861,100830,156287,9,175192,252650,16461,3465.9680487,828181,51,62.36,84.91,100,NA
2025-2026,July,16,KERALA,1603,WAYANAD,1142501,395.427791052602,28,56,224.289337101,1482,0,11418,1281624,60773,6544,539508,47611,310.81174,5602.998549901,44504,50127,82131,142236,42,160711,264304,12900,5067.8974728,1110327,42,49.3,84.74,100.01,NA
2025-2026,July,16,KERALA,1607,THRISSUR,1280319,361.898123233284,25,146,26.5768694,2581,0,16532,1345010,417873,47206,21910,2451,218.32753,5112.4703467,53752,57279,145256,192536,28,356448,437521,19113,4867.5659473,1195659,51,58.86,84.73,100.04,NA
2025-2026,July,16,KERALA,1612,PATHANAMTHITTA,829414,362.938554722006,26,76,0,1545,0,9538,990543,283987,33222,14375,2100,170.00383,3765.0662781,36886,40349,62657,109862,16,166469,259665,11083,3595.0624481,873536,42,71.96,91.49,100,NA
2025-2026,July,16,KERALA,1603,WAYANAD,1142501,398.662455660331,28,56,224.289337101,1475,0,11278,1248487,59148,6538,525190,47604,310.81174,5512.350009901,44294,49862,82102,142184,30,160702,264286,12753,4977.2489328,1081717,42,49.54,84.51,100.01,NA
2025-2026,July,16,KERALA,1604,KOZHIKODE,2845591,364.215920135832,25,155,9.61232484,2789,0,23785,2845281,337654,36682,48139,3984,535.43644,10908.01513944,111889,120420,185132,295960,13,362581,537034,26574,10362.9663746,2578706,34,76.35,89.87,100,NA
2025-2026,July,16,KERALA,1606,PALAKKAD,2070932,407.74493348974,13,129,23.8129317,4533,0,35230,1207107,402619,82611,87726,20782,334.73141,5280.461976,90728,98437,203389,294486,2,423029,574709,39763,4921.9176343,1068880,60,69.84,78.58,100.02,NA
2025-2026,July,16,KERALA,1608,ERNAKULAM,1178124,360.867839810627,29,79,3.7962488,2431,0,14440,1430407,281017,30209,29067,2781,201.04063,5366.7157202,49091,52014,99548,153492,18,275390,387124,16871,5161.8788414,1289116,46,66.76,77,100,NA
2025-2026,July,16,KERALA,1610,KOTTAYAM,950905,369.963575016295,26,24,10.4163977,2458,0,11496,1064742,146081,18864,38886,4186,182.84848,4132.4224456,40708,43222,79700,122074,23,212246,297480,13954,3939.1575679,982885,51,70.33,84.68,100,NA
2025-2026,July,16,KERALA,1602,KANNUR,1543903,368.870337049434,19,65,1.83883,2784,0,15934,1138290,46805,8071,97863,13518,241.951,4442.6039896,59113,62340,121133,179969,9,269769,372627,18718,4198.8141596,1060036,40,62.78,88.23,100,NA
2025-2026,July,16,KERALA,1606,PALAKKAD,2070932,413.462406623176,12,129,19.1638331,4425,0,34936,1108894,374244,82542,72417,20765,332.62981,4936.6534624,87561,94889,203172,294132,1,422905,574505,39361,4584.8598193,983430,60,70.39,78.65,100.02,NA
2025-2026,July,16,KERALA,1611,ALAPPUZHA,2878961,375.276701711805,19,274,8.8205089,3293,0,22770,2053447,301403,43485,11763,1138,49.30862,7764.2373019,105078,112130,172808,275081,12,268316,400528,26063,7706.108173,1890913,32,67.53,83.14,100,NA
2025-2026,July,16,KERALA,1614,THIRUVANANTHAPURAM,3583005,360.513084973886,25,140,0.6781037,3460,0,27174,3358573,553542,56886,95413,7836,565.04336,12673.8165971,134260,143510,217758,332382,25,402705,574505,30634,12108.0951334,2951028,48,81.22,88.21,100,NA
2025-2026,July,16,KERALA,1603,WAYANAD,1142501,396.827595373181,28,56,224.289337101,1477,0,11334,1264454,59937,6544,532705,47609,310.81174,5552.803479901,44369,49961,82129,142234,39,160707,264298,12811,5017.7024028,1095616,42,49.54,84.61,100.01,NA
2025-2026,July,16,KERALA,1607,THRISSUR,1280319,362.293878780438,24,145,26.5768694,2549,0,16487,1335791,415200,47198,21732,2451,218.32753,5084.3934257,53650,57160,145243,192513,27,356425,437489,19036,4839.4890263,1187539,51,58.84,84.83,100.04,NA
2025-2026,July,16,KERALA,1609,IDUKKI,1456611,368.228167116866,25,70,30.2521101,5202,0,15015,1847701,211787,27584,276693,24456,49.83387,6883.8415062,71885,90361,125960,230411,64,216556,370386,20217,6803.7555261,1369691,33,67.09,90.09,100,NA
2025-2026,July,16,KERALA,1614,THIRUVANANTHAPURAM,3583005,358.652694292105,27,144,0.6781037,3659,0,27672,3682934,609295,56920,106172,7839,641.06347,13850.6835937,136171,145675,217937,332668,40,402913,574826,31331,13208.94202,3239805,47,81.01,87.98,100,NA
2025-2026,July,16,KERALA,1601,KASARGOD,1214897,369.976286997662,18,67,6.942,2809,0,13536,873366,51656,9672,151635,24071,246.11631,3484.3054087,46415,51036,100782,156194,8,175133,252559,16345,3231.2470987,776504,51,63.05,84.51,100,NA
2025-2026,July,16,KERALA,1608,ERNAKULAM,1178124,360.549244408355,28,79,3.7962488,2422,0,14380,1408843,276872,30207,28556,2781,201.04063,5284.4096702,48923,51828,99539,153479,18,275375,387105,16802,5079.5727914,1269535,46,66.72,77.05,100,NA
2025-2026,July,16,KERALA,1611,ALAPPUZHA,2878961,377.175363344863,20,279,8.8205089,3401,0,22824,2172454,318017,43512,12425,1138,353.48925,8556.2710269,107821,115077,172904,275224,14,268408,400648,26225,8193.961268,2001743,32,68.08,83.3,100,NA
2025-2026,July,16,KERALA,1614,THIRUVANANTHAPURAM,3583005,359.59037681161,26,144,0.6781037,3576,0,27500,3587761,593390,56914,103267,7839,566.09416,13468.0155627,135689,145117,217900,332601,32,402815,574679,31076,12901.243299,3155303,47,80.78,87.84,100,NA
2025-2026,July,16,KERALA,1602,KANNUR,1543903,369.828579876952,19,67,1.83883,2828,0,16002,1182306,48179,8087,102430,13522,312.01769,4686.3620096,59677,62982,121275,180175,9,269817,372706,18830,4372.5054896,1100418,40,62.55,88.29,100,NA
2025-2026,July,16,KERALA,1603,WAYANAD,1142501,395.714820009823,27,55,224.289337101,1464,0,11218,1205288,57536,6532,505913,47597,273.32577,5267.118346901,43986,49464,82082,142138,30,160687,264249,12682,4769.5032398,1044292,42,49.8,84.55,100.01,NA
2025-2026,July,16,KERALA,1606,PALAKKAD,2070932,409.038160105001,13,132,23.8129317,4675,0,35739,1284557,427266,82675,96820,20793,369.37205,5647.5133,92737,100756,203557,294781,4,423163,574915,40414,5254.3283183,1136336,60,69.77,78.37,100.02,NA
2025-2026,July,16,KERALA,1607,THRISSUR,1280319,362.780204221258,25,146,30.7097128,2663,0,16708,1390012,430646,47217,23877,2455,261.73464,5335.1327251,54042,57635,145339,192661,31,356510,437609,19371,5042.6883723,1235061,51,59.02,84.53,100.04,NA
2025-2026,July,16,KERALA,1609,IDUKKI,1456611,375.316224437368,26,71,30.2521101,5510,0,15011,1921017,220213,27587,286174,24460,288.87369,7529.0142753,72372,91054,126017,230523,75,216606,370473,20521,7209.8884752,1424183,33,67.53,90.05,100,NA
2025-2026,July,16,KERALA,1612,PATHANAMTHITTA,829414,365.166498576717,27,78,0,1565,0,9624,1024392,293222,33236,14912,2103,170.7446,3911.4809981,37025,40513,62690,109916,18,166520,259736,11189,3740.7363981,903560,41,71.82,91.57,100,NA
2025-2026,July,16,KERALA,1602,KANNUR,1543903,372.550854176729,20,67,3.54390465,3023,0,16066,1269187,50655,8092,111740,13533,356.86503,5088.77594425,60828,64299,121442,180474,12,270024,373027,19089,4728.3670096,1179641,40,60.77,88.05,100,NA
2025-2026,July,16,KERALA,1606,PALAKKAD,2070932,410.207057961364,13,132,23.8129317,4654,0,35632,1261530,420662,82653,93560,20789,369.37205,5568.07008,92255,100171,203510,294692,4,423144,574878,40286,5174.8850983,1116382,60,69.79,78.46,100.02,NA
2025-2026,July,16,KERALA,1610,KOTTAYAM,950905,373.011406410904,26,24,10.4163977,2529,0,11510,1098285,150628,18872,40039,4186,214.26514,4321.4098626,40925,43463,79727,122119,28,212298,297547,14039,4096.7283249,1014274,50,69.8,84.39,100,NA
2025-2026,July,16,KERALA,1613,KOLLAM,2663787,368.070895397948,28,237,17.1074992,4869,0,22126,3156831,628890,59298,32564,2413,532.7846,12169.2682271,109180,117349,192189,306305,52,411787,600278,26995,11619.3761279,2738329,38,72.09,90.96,100,NA
2025-2026,July,16,KERALA,1603,WAYANAD,1142501,397.610247229247,28,56,224.289337101,1488,0,11576,1288278,61179,6549,542693,47619,310.81174,5657.426417901,44547,50186,82147,142262,42,160719,264318,13064,5122.3253408,1116024,42,49.06,84.16,100.01,NA
2025-2026,July,16,KERALA,1604,KOZHIKODE,2845591,368.16290119838,26,155,9.61232484,2814,0,23867,2920276,349227,36686,49887,3985,577.00419,11337.98935944,112186,120750,185177,296031,23,362618,537086,26681,10751.3728446,2646734,34,76.57,89.83,100,NA
2025-2026,July,16,KERALA,1609,IDUKKI,1456611,370.650852281233,26,70,30.2521101,5362,0,14949,1883674,216259,27586,280322,24457,49.83387,7061.9397153,72353,90920,125981,230453,70,216584,370429,20311,6981.8537352,1396411,33,67.41,90.14,100,NA
2025-2026,July,16,KERALA,1610,KOTTAYAM,950905,369.48831211212,26,24,10.4163977,2488,0,11498,1091832,149556,18871,39866,4186,214.26514,4258.8731656,40895,43427,79723,122113,27,212288,297531,13986,4034.1916279,1008238,51,69.78,84.44,100,NA
2025-2026,July,16,KERALA,1603,WAYANAD,1142501,396.661914598078,30,57,276.868057101,1508,0,11703,1347698,63974,6553,569393,47624,310.81174,5933.484486901,44888,50626,82155,142283,48,160725,264341,13211,5345.8046898,1167169,41,49.26,82.48,100.01,NA
2025-2026,July,16,KERALA,1606,PALAKKAD,2070932,408.94251612647,13,132,23.8129317,4675,0,35738,1284224,427160,82670,96820,20790,369.37205,5644.92292,92734,100753,203539,294757,4,423163,574915,40413,5251.7379383,1136055,60,69.77,78.38,100.02,NA
2025-2026,July,16,KERALA,1607,THRISSUR,1280319,362.696052752662,25,146,30.7097128,2663,0,16708,1388783,430243,47216,23232,2455,261.73464,5329.5054751,54037,57629,145327,192647,30,356508,437606,19371,5037.0611223,1234163,51,58.98,84.52,100.04,NA
2025-2026,July,16,KERALA,1608,ERNAKULAM,1178124,362.905026020025,30,83,3.7962488,2537,0,14761,1533050,301635,30216,31671,2781,248.28368,5815.5954302,49476,52473,99590,153557,24,275446,387195,17298,5563.5155014,1381678,46,67.72,77.72,100.01,NA
2025-2026,July,16,KERALA,1605,MALAPPURAM,1561050,372.179079269222,23,162,74.44899828,5310,0,20675,1370759,439980,58408,61722,5637,340.58048,5516.70770348,57458,63135,136906,223131,16,435966,627768,25985,5101.6782252,1156322,64,47.26,73.55,100.03,NA
2025-2026,July,16,KERALA,1606,PALAKKAD,2070932,411.292816448446,14,132,175.7859417,4743,0,35739,1309376,436678,82683,98561,20794,369.37205,5930.52742,93471,101566,203593,294838,4,423185,574956,40482,5385.3694283,1158607,60,69.89,78.38,100.03,NA
2025-2026,July,16,KERALA,1610,KOTTAYAM,950905,368.90375763099,27,24,10.4163977,2570,0,11582,1129113,154251,18875,41379,4186,214.26514,4390.0218226,41032,43584,79741,122144,29,212315,297574,14152,4165.3402849,1042896,50,69.33,84.6,100,NA
2025-2026,July,16,KERALA,1611,ALAPPUZHA,2878961,373.060416840445,21,290,181.8577089,3515,0,23128,2373714,344259,43522,13702,1139,466.83591,9504.0809619,110323,117886,172958,275307,14,268559,400822,26643,8855.387343,2186773,32,68.32,83.36,100.01,NA
2025-2026,July,16,KERALA,1606,PALAKKAD,2070932,410.534878106443,13,131,23.8129317,4653,0,35624,1260485,420311,82653,93439,20789,369.37205,5567.91554,92230,100143,203508,294690,4,423142,574876,40277,5174.7305583,1115481,60,69.79,78.45,100.02,NA
2025-2026,July,16,KERALA,1611,ALAPPUZHA,2878961,375.839131926078,21,288,8.8205089,3501,0,23052,2317798,336533,43522,13406,1139,466.83591,9186.8483019,109839,117355,172953,275298,14,268541,400801,26553,8711.191883,2135442,32,68.46,83.38,100.01,NA
2025-2026,July,16,KERALA,1601,KASARGOD,1214897,381.845970802274,21,68,48.1955,3029,0,13773,1016860,59963,9687,175256,24084,246.86752,4177.9019587,48139,53057,100946,156479,10,175249,252751,16802,3882.8389387,904087,51,61.13,85.13,100.99,NA
2025-2026,July,16,KERALA,1602,KANNUR,1543903,372.205882837742,21,68,83.44729945,3066,0,16230,1324983,52314,8097,118826,13536,364.50524,5379.61721205,61480,65038,121531,180623,14,270073,373131,19296,4931.6646726,1230203,40,59.3,88.13,100.03,NA
2025-2026,July,16,KERALA,1603,WAYANAD,1142501,409.314216632353,30,57,294.198357101,1548,0,11810,1378446,65496,6555,582523,47657,310.81174,6247.185543701,45089,50909,82192,142362,54,160743,264375,13358,5642.1754466,1193597,42,48.98,82.47,100.07,NA
2025-2026,July,16,KERALA,1610,KOTTAYAM,950905,371.944349712538,27,24,51.4573977,2583,0,11611,1133714,154780,18877,41506,4187,214.26514,4482.5077026,41058,43615,79750,122159,29,212322,297586,14194,4216.7851649,1047179,50,69.31,84.6,100,NA
2025-2026,July,16,KERALA,1607,THRISSUR,1280319,365.406201204702,26,148,121.5502612,2785,0,16888,1445503,447951,47234,24536,2454,307.53733,5711.0451918,54481,58163,145422,192801,39,356632,437797,19673,5281.9576006,1283884,51,59.14,84.46,100.23,NA
2025-2026,July,16,KERALA,1614,THIRUVANANTHAPURAM,3583005,365.255190331995,29,145,323.7008617,3906,0,28362,4054363,666881,56956,120901,7842,661.4844,15793.9565541,137782,147572,218126,333042,81,403250,575384,32268,14808.7712924,3567739,47,80.48,87.94,100.02,NA
2025-2026,Aug,16,KERALA,1602,KANNUR,2021778,369.819167271391,22,68,129.75081945,3182,0,16322,1390441,53863,8109,126213,13539,369.76523,5641.63337705,62204,65868,121662,180897,18,270253,373459,19504,5142.1173276,1289515,40,57.82,88.2,100.08,NA
2025-2026,Aug,16,KERALA,1606,PALAKKAD,2711934,413.964755453199,14,138,185.6784117,5145,0,35809,1397299,460406,82751,116879,20811,378.72804,6348.73184,95505,103926,203792,295143,4,423353,575247,40954,5784.3253883,1233903,60,69.25,77.95,100.11,NA
2025-2026,Aug,16,KERALA,1608,ERNAKULAM,1542781,366.294613441394,33,84,74.5705065,2817,0,14885,1655855,324952,30250,33606,2784,254.05266,6393.9308379,49943,53019,99689,153722,33,275549,387361,17702,6065.3076714,1492483,46,68.51,78.1,100.02,NA
2025-2026,Aug,16,KERALA,1614,THIRUVANANTHAPURAM,4692031,365.204732987378,29,145,323.7008617,3994,0,28489,4127127,678323,56967,124522,7843,665.62025,16061.7842521,138017,147850,218163,333130,89,403375,575615,32483,15072.4631404,3631926,47,80.31,87.83,100.02,NA
2025-2026,Aug,16,KERALA,1602,KANNUR,2021778,370.87677664613,22,68,129.75081945,3164,0,16301,1375772,53611,8105,125040,13540,364.50524,5596.67490705,62003,65661,121620,180818,18,270224,373395,19465,5102.4188476,1276393,40,58.35,88.21,100.08,NA
2025-2026,Aug,16,KERALA,1611,ALAPPUZHA,3770065,379.706019970286,22,291,281.5738039,3620,0,23189,2470871,357912,43540,14171,1139,575.94535,10239.5650866,111897,119610,173032,275437,18,268686,400998,26809,9382.0459327,2276987,32,67.87,82.68,100.02,NA
