fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Nov,15,KARNATAKA,1523,RAICHUR,8621065,275.6713758327,41,1049,5692.82580486601,22338,0,31810,9516048,1693014,124803,2277075,153990,815.49414,32741.3403913662,231303,453403,282602,657091,714,372683,836601,54148,26233.0204465001,4972027,57,23.67,58.15,99.83,NA
2024-2025,Nov,15,KARNATAKA,1531,VIJAYANAGARA,6049984,308.523739333537,44,1238,5352.60127947001,17105,0,17061,5752370,1389676,115159,1293959,93602,81.19368,23181.2219837706,130368,250427,174380,460521,1451,250752,646645,34166,17747.4270243006,2981930,55,15.12,62.83,100.19,NA
2024-2025,Nov,15,KARNATAKA,1501,BAGALKOTE,3871406,320.659616187714,33,1931,2852.603132971,11425,0,16953,2985548,501865,59140,236869,26080,627.94363,13053.993520871,89176,151742,153626,338524,461,274880,557527,28378,9573.44675789998,1651933,58,32.13,48.24,100.02,NA
2024-2025,Nov,15,KARNATAKA,1508,CHAMARAJA NAGARA,1983447,346.658386132756,32,406,2799.973178584,17839,0,17457,1769811,540357,79830,157852,29485,260.57194,9195.74336878398,54284,85891,116427,274680,138,223829,513916,35296,6135.19825019998,1012086,75,22.78,48.72,100.5,NA
2024-2025,Nov,15,KARNATAKA,1511,DAKSHINA KANNADA,1081782,346.159847871951,42,48,976.290556154999,10996,0,11286,814314,42009,10627,47288,10647,292.26749,4087.386149755,19277,32865,65718,152812,238,170330,358056,22282,2818.8281036,423690,90,72.24,3.58,99.98,NA
2024-2025,Nov,15,KARNATAKA,1512,DAVANAGERE,2474082,339.443913328975,33,235,4127.885147248,14422,0,10600,1739151,440152,64769,311487,44021,548.88218,10580.209540348,52583,90005,120093,281150,289,238748,522273,25022,5903.4422131,922710,76,37,32.91,99.92,NA
2024-2025,Nov,15,KARNATAKA,1520,KOPPAL,6380429,307.337604732116,34,3244,3710.38983814201,19000,0,25246,6231374,1084982,98069,919972,80374,790.18455,23651.9299816418,178711,370384,224379,576829,399,325331,844415,44246,19151.3555934998,3279082,58,28.98,56.89,99.89,NA
2024-2025,Nov,15,KARNATAKA,1522,MYSURU,1838324,346.1714988132,36,131,4305.21969729903,25068,0,25805,1657398,299397,70965,196532,42238,385.57388,10428.233075199,45846,81268,143223,366389,378,347241,847887,50873,5737.4394979,849998,80,38.09,20.29,100.09,NA
2024-2025,Nov,15,KARNATAKA,1529,RAMANAGARA,3278590,349.051843215912,43,261,6622.79465234797,30759,1,26226,2744003,389984,50437,43154,5251,460.70689,16661.4945917479,63741,104554,141208,313202,385,201242,429318,56985,9577.99304939991,1469459,82,43.6,26.28,99.93,NA
2024-2025,Nov,15,KARNATAKA,1531,VIJAYANAGARA,6049984,308.586914472706,44,1239,5376.45555907001,17185,0,17096,5769257,1392838,115174,1297152,93612,81.19368,23260.8214033706,130492,250710,174415,460599,1465,250792,646724,34281,17803.1721643006,2990134,55,15.22,62.18,100.19,NA
2024-2025,July,15,KARNATAKA,1502,BENGALURU,31995,313.608445573503,25,9,22.009809773,450,4,2159,20863,4468,2663,306,267,21.60784,109.045779773,821,1370,5828,13356,2,62627,140424,2609,65.42813,11975,85,43.96,23.95,99.94,NA
2024-2025,July,15,KARNATAKA,1505,BALLARI,4853022,279.951506039659,47,2010,800.461429938,2358,0,14676,4765419,941677,69980,1488451,98132,258.18544,14399.5091295381,99407,214682,115629,333719,531,169498,479431,17034,13340.8622596001,2586995,42,36.64,36.65,99.91,NA
2024-2025,July,15,KARNATAKA,1506,BIDAR,2610102,344.208654376804,33,419,2756.74482354501,14508,0,45299,3390979,802474,78860,615855,53012,315.90749,14744.695499645,100096,154480,153280,302602,100,253407,475303,59807,11672.0431861,1848387,61,40.57,35.96,99.67,NA
2024-2025,July,15,KARNATAKA,1511,DAKSHINA KANNADA,595856,345.39152219841,33,36,326.667790632,6190,0,12745,460078,24177,10356,26917,10381,155.03569,2070.773888132,13643,22802,63960,149183,67,169749,356923,18935,1589.0704075,242189,90,71.32,2.14,99.95,NA
2024-2025,July,15,KARNATAKA,1517,HAVERI,2112164,335.478133987833,34,401,1478.782977546,14861,0,29302,2394904,348418,54650,331198,43987,202.96561,9716.12783754598,69340,127516,153395,375470,209,272342,621745,44163,8034.37924999997,1182950,67,33.39,47.96,100.09,NA
2024-2025,July,15,KARNATAKA,1527,UTTARA KANNADA,788567,344.661188572478,26,93,628.070192997,5052,0,22678,795063,46905,14601,30576,7954,193.0934,3561.437178697,30526,50461,86760,217988,24,204096,451818,27730,2740.2735857,433881,78,30.25,31.23,99.99,NA
2024-2025,July,15,KARNATAKA,1501,BAGALKOTE,2355461,317.379882167875,25,1657,1436.587183335,7177,0,18864,1969412,319775,58089,168092,25756,324.88923,8011.99389833499,77011,129272,151508,333452,65,273197,553600,26041,6250.51748499999,1103491,56,32.72,51.83,99.88,NA
2024-2025,July,15,KARNATAKA,1505,BALLARI,4853022,279.639453012546,48,2011,800.461429938,2422,0,14655,4791481,945540,69932,1499765,98073,258.18544,14457.5181295381,99510,214948,115660,333581,551,169517,479241,17077,13398.8712596001,2600558,42,36.8,36.33,99.91,NA
2024-2025,July,15,KARNATAKA,1507,VIJAYPURA,1897615,344.008905685464,27,973,1515.178239957,7678,1,38533,1774965,318964,66180,33783,5848,382.70798,8003.923892757,64951,98325,151798,325160,163,348194,769819,46211,6106.0376728,972275,70,55.83,29.18,99.93,NA
2024-2025,July,15,KARNATAKA,1510,CHITRADURGA,2245168,340.570425832363,29,317,3286.405195436,24329,0,31636,2531677,503711,88525,665313,87161,272.37862,12180.926955036,86406,140857,171290,414479,70,332541,782768,55965,8622.1431396,1381960,63,25.48,46.03,101.37,NA
2024-2025,July,15,KARNATAKA,1512,DAVANAGERE,1252590,337.047006868139,28,193,1851.589594063,8587,0,14319,1325832,346389,64864,256794,44178,210.17207,6530.43873616299,46111,77958,119170,280981,127,238457,523628,22906,4468.67707209998,718554,76,31.34,42.87,99.94,NA
2024-2025,July,15,KARNATAKA,1516,HASSAN,1922434,339.930666737975,28,341,1668.242860061,11659,2,28696,1692179,241652,68401,27036,6823,394.25215,7814.730367161,59003,106795,160915,397493,83,280619,648684,40355,5752.2353571,867535,76,51.86,23.42,99.96,NA
2024-2025,July,15,KARNATAKA,1530,Yadgir,1895360,333.996995181626,22,442,390.250747307,17166,0,25343,1730667,329659,65082,204718,35896,0,6170.62652390699,75689,115095,152669,303209,25,272741,541556,42509,5780.37577659999,947614,79,41.08,53.19,99.87,NA
2024-2025,Aug,15,KARNATAKA,1505,BALLARI,5013458,280.487899133594,49,2014,888.038119991,3067,0,14268,4918585,970305,69893,1538062,98060,298.86786,14982.9417135911,99932,216105,115742,333460,660,169626,479117,17335,13796.0357336001,2667347,42,37.77,35.61,99.92,NA
2024-2025,Aug,15,KARNATAKA,1507,VIJAYPURA,2276058,344.042757926759,29,1035,1682.330131616,8396,1,39434,2065693,370606,66451,38408,5891,475.77119,9264.96848911601,68928,104894,152474,326614,260,348817,771040,47830,7106.86716750001,1123266,71,56.71,28.21,99.95,NA
2024-2025,Aug,15,KARNATAKA,1508,CHAMARAJA NAGARA,1370352,347.896547452938,27,334,1059.645658593,10689,0,22983,1295041,409134,79134,115475,29111,199.34756,5764.39614569301,46426,72001,115018,271479,51,223309,512971,33672,4505.40292710001,751536,74,21.79,51.07,100.39,NA
2024-2025,Aug,15,KARNATAKA,1519,KOLAR,2133359,343.886835404027,35,340,1428.570382913,9160,0,28276,1914415,496399,85261,124028,21872,257.73108,8269.72262291301,53386,82822,126631,317831,148,241608,580289,37436,6583.42116000001,1026274,63,40.65,29.35,99.93,NA
2024-2025,Aug,15,KARNATAKA,1526,UDUPI,444536,348.460209603917,32,35,590.361165689,4857,0,13345,426805,18804,6088,16366,6206,134.16806,2211.774823289,13085,21851,45380,108331,110,123527,251302,18202,1487.2455976,275772,90,69.04,6.66,99.97,NA
2024-2025,Aug,15,KARNATAKA,1530,Yadgir,2354527,337.010933777505,24,473,436.774043556,17888,0,26216,1978512,375246,65275,242317,36022,0,7104.57580965599,80299,122740,153126,304255,41,273210,542643,44104,6667.80176609999,1072052,79,43.29,50.45,99.91,NA
2024-2025,Aug,15,KARNATAKA,1503,BENGALURU RURAL,755942,349.015940268265,36,363,739.425353545001,3655,0,9506,808381,115759,24896,46741,8239,182.2926,3743.096501645,21960,36512,57891,135600,90,120241,262081,13161,2821.3785481,417956,65,46.66,16.15,99.92,NA
2024-2025,Aug,15,KARNATAKA,1505,BALLARI,5013458,280.172724676883,48,2014,888.038119991,2987,0,14285,4886829,966721,69934,1526976,98080,298.86786,14878.4679395911,99842,215849,115713,333568,641,169606,479250,17272,13691.5619596001,2650742,42,37.41,35.81,99.91,NA
2024-2025,Aug,15,KARNATAKA,1516,HASSAN,2404139,344.925929985107,30,357,1874.695056804,12718,2,29062,1878686,264311,68584,30401,6842,421.19274,8775.96295380401,62147,112869,161316,398483,123,280726,648982,41780,6480.07515700001,961794,77,52.84,23.06,99.97,NA
2024-2025,Aug,15,KARNATAKA,1529,RAMANAGARA,2132473,348.845953690051,34,192,3271.398844673,19695,1,31511,1721833,251639,50464,28721,5238,299.37875,9577.32234447301,50122,80588,140524,313114,136,201026,430321,51206,6006.54474980001,922916,82,40.69,29.05,99.92,NA
2024-2025,Aug,15,KARNATAKA,1530,Yadgir,2354527,335.169430777378,24,470,436.774043556,17765,0,26130,1933602,366247,65241,235818,35993,0,6917.61686045599,79535,121481,153030,304002,38,273086,542327,43895,6480.84281689999,1050239,79,42.97,50.74,99.91,NA
2024-2025,Aug,15,KARNATAKA,1531,VIJAYANAGARA,5081394,305.676017546853,41,1212,2148.059686153,13456,0,19261,5266018,1291491,115022,1209369,93614,80.77156,18325.7853518534,126301,241621,173731,459824,1094,250212,646513,32717,16096.9541057004,2747555,52,12.01,67.91,100.05,NA
2024-2025,Nov,15,KARNATAKA,1501,BAGALKOTE,3871406,321.656397291814,34,1966,2852.603132971,12012,0,17008,3156506,532730,59271,245304,26122,627.94363,13633.650242871,90442,154223,153956,339259,511,275264,558297,29020,10153.1034798999,1746503,59,31.5,48.88,100,NA
2024-2025,Nov,15,KARNATAKA,1504,BELAGAVI,9495280,332.799308919195,34,2377,8385.640012216,35784,0,55308,7667005,863030,101840,767379,80853,1417.84125,35319.2209170162,222353,325159,406004,883722,1237,825422,1680897,91092,25515.7396548002,4460165,54,21.98,35.83,100.19,NA
2024-2025,Nov,15,KARNATAKA,1507,VIJAYPURA,3229927,346.802246860882,37,1152,3297.925137759,16604,1,35506,2981809,539623,66539,56450,5974,754.79575,14393.701496859,78730,121303,154351,328246,830,351422,773235,52110,10340.9806091,1584366,72,57.63,24.05,99.95,NA
2024-2025,Nov,15,KARNATAKA,1510,CHITRADURGA,3887134,346.238861363299,42,391,8619.87752716801,47441,0,29138,4560322,895321,89149,1078328,88013,630.88326,25040.367754468,108107,180357,174315,418582,547,333835,782151,76579,15789.6069673,2501292,68,29,42.15,101.15,NA
2024-2025,Nov,15,KARNATAKA,1512,DAVANAGERE,2474082,339.02422202095,33,242,4127.885147248,14863,0,10524,1805145,455698,64869,319994,44080,604.19898,10851.9629198481,53552,91775,120261,281576,321,238856,522572,25387,6119.87879260008,956552,76,37.02,32.21,99.92,NA
2024-2025,Nov,15,KARNATAKA,1513,DHARWAR,1956631,344.036298170499,35,182,3441.139429127,24923,0,22871,1461164,126491,19252,92488,14956,355.85154,8823.92550492699,41724,73153,83937,218898,180,170538,404797,47794,5026.93453579999,677210,76,36.44,28.57,100.07,NA
2024-2025,Nov,15,KARNATAKA,1516,HASSAN,3496751,344.676700061102,37,449,4490.94542343501,22113,2,28001,2839495,403092,69541,44575,6933,709.02253,14987.045617835,76545,140902,163406,403070,477,280994,648752,50114,9787.07766439999,1443740,79,55.81,19.53,100.03,NA
2024-2025,Nov,15,KARNATAKA,1525,TUMAKURU,3689990,347.494633509803,41,524,8128.21292937,55539,0,40424,4312953,602340,80198,355561,41114,847.64941,23963.14256017,103593,181029,214449,509798,1139,400134,882561,95963,14987.2802208,2213737,83,38.67,32.48,99.93,NA
2024-2025,Nov,15,KARNATAKA,1526,UDUPI,580757,347.123110390537,35,40,1491.996590356,10590,0,8875,525815,23699,6174,20615,6293,177.95221,3495.174183256,14739,24846,45992,109761,153,124162,252593,19465,1825.2253829,338471,90,68.42,6.06,99.94,NA
2024-2025,Dec,15,KARNATAKA,1504,BELAGAVI,10379142,332.389390261595,34,2379,8385.640012216,36457,0,55345,7727855,869486,101887,775181,80910,1417.84125,35490.0513770162,222805,325873,406175,884053,1279,825504,1681068,91802,25686.5701148002,4494632,54,22.05,35.78,100.19,NA
2024-2025,Dec,15,KARNATAKA,1511,DAKSHINA KANNADA,1204219,342.618577794855,43,51,976.290556154999,11609,0,11387,887488,45539,10703,51355,10688,292.26749,4309.256809855,20341,34769,66103,153743,271,170662,358719,22996,3040.6987637,460489,91,72.83,3.49,99.96,NA
2024-2025,Dec,15,KARNATAKA,1515,KALABURAGI,4779953,326.772370951107,26,566,4711.117819782,31633,0,32105,3882172,967830,137834,85724,10841,628.53187,18025.515178582,144427,243198,245138,533559,228,425725,884898,63738,12685.8654888,2140994,65,32.13,49.89,99.9,NA
2024-2025,Dec,15,KARNATAKA,1518,KODAGU,428988,333.852514295027,37,95,424.86256767,4343,1,3386,355893,30968,6993,17258,3689,159.74328,1772.76357637,9430,15695,28410,67100,45,87929,190684,7729,1188.1577287,183734,79,52.68,17.46,99.98,NA
2024-2025,Dec,15,KARNATAKA,1520,KOPPAL,6666172,307.608605495925,35,3270,3710.38983814201,21785,0,25670,6422821,1117295,98226,938962,80359,835.75125,24303.2911997414,179756,372898,224694,577632,489,321816,837162,47455,19757.1501115994,3379659,59,28.52,57.16,99.88,NA
2024-2025,Dec,15,KARNATAKA,1524,SHIVAMOGGA,2424119,326.999871692304,26,478,2380.894037892,14689,0,10400,1846187,419960,83969,100545,18638,472.85558,8890.778739092,70737,120109,145920,373590,149,248436,570041,25089,6037.0291212,1009283,76,38.14,40.16,100.07,NA
2024-2025,Dec,15,KARNATAKA,1525,TUMAKURU,4052708,347.892652326197,41,527,8128.21292937,56138,0,40222,4367453,610140,80280,359854,41154,847.64941,24169.9104201701,104397,182547,214663,510261,1160,400221,882666,96360,15194.0480808,2241606,83,38.73,32.47,99.92,NA
2024-2025,Dec,15,KARNATAKA,1526,UDUPI,639209,347.416201800198,35,40,1491.996590356,10866,0,8816,532497,24029,6182,20929,6297,197.03433,3539.011772456,14829,25007,46025,109837,157,124206,252679,19682,1849.9808521,342613,90,68.46,6,99.94,NA
2024-2025,Dec,15,KARNATAKA,1529,RAMANAGARA,3570787,347.651482258142,44,272,6622.79465234797,32561,1,25942,2894624,408043,50271,45659,5221,460.70689,17146.7047841479,65364,107463,141269,312251,437,201240,428168,58503,10063.2032417999,1548976,83,44.17,26.26,99.94,NA
2024-2025,Sep,15,KARNATAKA,1524,SHIVAMOGGA,1947123,325.168390155163,23,390,1205.111256091,8434,0,15243,1479801,342952,83266,80538,18541,295.50556,6312.461905291,62333,104690,144860,371063,79,247914,568971,23677,4811.8450892,817501,76,34.2,46.94,99.96,NA
2024-2025,Sep,15,KARNATAKA,1525,TUMAKURU,2784264,346.182048252676,32,393,4920.457624468,36579,0,47481,2556252,354845,78418,214460,40264,496.80204,14266.545196568,78937,135298,209706,499549,382,398067,878783,84060,8849.2855321,1316243,84,40.17,36.75,99.78,NA
2024-2025,Sep,15,KARNATAKA,1501,BAGALKOTE,3164678,321.273572513892,28,1770,1788.399713676,8116,0,18794,2304786,387717,58526,195584,25850,447.14518,9640.21321467603,81918,138355,152212,335213,151,273903,555228,26910,7404.66832100003,1281880,57,33.2,50.91,99.81,NA
2024-2025,Sep,15,KARNATAKA,1503,BENGALURU RURAL,907958,348.960312044221,38,380,1213.204149244,3980,0,9543,897501,128165,25005,52214,8267,213.29207,4558.418509444,23080,38557,58115,136135,114,120366,262364,13523,3131.9222902,464407,65,47.77,15.83,99.84,NA
2024-2025,Sep,15,KARNATAKA,1506,BIDAR,3287774,344.340841181844,36,458,4198.460299444,16748,0,46447,3854553,900929,79172,696726,53226,401.48989,17872.750413444,104349,161682,154278,304382,174,254712,477525,63195,13272.800224,2097756,60,38.75,31.44,99.73,NA
2024-2025,Sep,15,KARNATAKA,1509,CHIKKAMAGALURU,1591131,342.944472842212,36,119,2626.969196078,10961,0,18958,1418304,204836,41593,44991,8297,427.74651,7918.710882178,39329,69809,90499,221664,210,177740,397543,29919,4863.9951761,779109,71,40.23,22.99,99.84,NA
2024-2025,Sep,15,KARNATAKA,1515,KALABURAGI,4087037,323.256297063049,23,533,2572.375458639,16992,0,36651,3290453,826080,138257,72880,10889,416.90874,13625.880723039,139145,233405,244573,535097,68,424853,885989,53643,10636.5965244,1838621,63,26.3,59.52,99.85,NA
2024-2025,Sep,15,KARNATAKA,1523,RAICHUR,7802531,272.618414206158,38,1020,2889.228938754,15850,0,34099,8772395,1544078,124161,2091285,153349,504.27552,27308.6685956543,226054,443968,281524,654463,516,371449,833793,49949,23915.1641369003,4596322,55,21.55,63.05,99.84,NA
2024-2025,Sep,15,KARNATAKA,1527,UTTARA KANNADA,1016899,344.15151261553,27,99,1046.030750969,7210,0,21413,889380,53246,14670,35716,7976,270.57729,4377.422763869,32624,54212,87249,219104,38,204223,452019,28623,3060.8147229,485739,79,31.37,28.2,99.93,NA
2024-2025,Sep,15,KARNATAKA,1529,RAMANAGARA,2557035,346.123435879811,36,215,3575.76703980399,21634,1,30870,1993600,285050,50348,32740,5240,304.06155,10780.1454075039,54274,87729,140570,312655,192,200959,429555,52504,6900.31681769992,1067418,82,42.85,28.88,99.85,NA
2024-2025,Sep,15,KARNATAKA,1507,VIJAYPURA,2640621,344.446370731853,30,1056,1682.330131616,9507,1,38839,2147331,386151,66446,40062,5901,475.77119,9554.505018716,69821,106426,152616,326796,314,349132,771470,48346,7396.4036971,1165340,71,57.21,27.78,99.87,NA
2024-2025,Sep,15,KARNATAKA,1512,DAVANAGERE,1962721,338.254121456449,29,206,2106.962934451,9809,0,13839,1450133,376670,64820,275962,44022,321.92011,7334.01768355105,48356,82116,119437,280822,168,238548,523000,23648,4905.13463910005,781655,76,33.42,39.95,99.85,NA
2024-2025,Sep,15,KARNATAKA,1514,GADAG,2385828,330.884931952665,29,1092,1276.509516321,11186,0,12521,2499657,389104,55958,211264,25871,309.66239,9857.16026982104,86071,182207,122292,311181,64,164815,393546,23707,8270.98836350003,1242516,65,14.92,73.38,99.88,NA
2024-2025,Aug,15,KARNATAKA,1505,BALLARI,5013458,280.180501073286,48,2014,888.038119991,2901,0,14364,4884076,965986,69928,1526447,98078,298.86786,14871.1345895911,99829,215816,115707,333547,640,169606,479250,17265,13684.2286096001,2649158,42,37.4,35.83,99.91,NA
2024-2025,Aug,15,KARNATAKA,1516,HASSAN,2404139,342.58234229376,30,357,1874.695056804,12718,2,29006,1871042,263264,68573,30301,6841,421.19274,8705.74730570401,62022,112618,161298,398442,121,280725,648979,41724,6409.85950890001,957855,77,52.68,23.14,99.97,NA
2024-2025,Aug,15,KARNATAKA,1526,UDUPI,444536,347.018063887054,32,35,590.361165689,4649,0,13458,419459,18513,6088,15981,6188,134.16806,2180.127726289,12924,21561,45304,108131,108,123507,251251,18107,1455.5985006,271064,90,69.47,6.78,99.96,NA
